portable operating systems
57. /Users/siddharthasingh/Downloads/cacm/CACM-2846.html score=0.23022163
58. /Users/siddharthasingh/Downloads/cacm/CACM-1788.html score=0.22707391
59. /Users/siddharthasingh/Downloads/cacm/CACM-3134.html score=0.22261603
60. /Users/siddharthasingh/Downloads/cacm/CACM-2896.html score=0.22205634
61. /Users/siddharthasingh/Downloads/cacm/CACM-2160.html score=0.22039235
62. /Users/siddharthasingh/Downloads/cacm/CACM-1367.html score=0.21977878
63. /Users/siddharthasingh/Downloads/cacm/CACM-2795.html score=0.21719776
64. /Users/siddharthasingh/Downloads/cacm/CACM-1262.html score=0.21610773
65. /Users/siddharthasingh/Downloads/cacm/CACM-2723.html score=0.21551561
66. /Users/siddharthasingh/Downloads/cacm/CACM-0440.html score=0.20856614
67. /Users/siddharthasingh/Downloads/cacm/CACM-1652.html score=0.20711954
68. /Users/siddharthasingh/Downloads/cacm/CACM-1828.html score=0.20607825
69. /Users/siddharthasingh/Downloads/cacm/CACM-2141.html score=0.20479366
70. /Users/siddharthasingh/Downloads/cacm/CACM-2543.html score=0.20479366
71. /Users/siddharthasingh/Downloads/cacm/CACM-0292.html score=0.2047143
72. /Users/siddharthasingh/Downloads/cacm/CACM-2412.html score=0.2047143
73. /Users/siddharthasingh/Downloads/cacm/CACM-2552.html score=0.2047143
74. /Users/siddharthasingh/Downloads/cacm/CACM-2781.html score=0.2047143
75. /Users/siddharthasingh/Downloads/cacm/CACM-2947.html score=0.20427969
76. /Users/siddharthasingh/Downloads/cacm/CACM-1456.html score=0.20312297
77. /Users/siddharthasingh/Downloads/cacm/CACM-2623.html score=0.20312297
78. /Users/siddharthasingh/Downloads/cacm/CACM-2484.html score=0.202765
79. /Users/siddharthasingh/Downloads/cacm/CACM-3135.html score=0.20197439
80. /Users/siddharthasingh/Downloads/cacm/CACM-2451.html score=0.2011069
81. /Users/siddharthasingh/Downloads/cacm/CACM-2722.html score=0.19743586
82. /Users/siddharthasingh/Downloads/cacm/CACM-2575.html score=0.19686203
83. /Users/siddharthasingh/Downloads/cacm/CACM-1108.html score=0.19457446
84. /Users/siddharthasingh/Downloads/cacm/CACM-2377.html score=0.19457446
85. /Users/siddharthasingh/Downloads/cacm/CACM-0406.html score=0.19209304
86. /Users/siddharthasingh/Downloads/cacm/CACM-1527.html score=0.1893306
87. /Users/siddharthasingh/Downloads/cacm/CACM-2991.html score=0.18778704
88. /Users/siddharthasingh/Downloads/cacm/CACM-1680.html score=0.18740638
89. /Users/siddharthasingh/Downloads/cacm/CACM-1194.html score=0.18609634
90. /Users/siddharthasingh/Downloads/cacm/CACM-3075.html score=0.18597947
91. /Users/siddharthasingh/Downloads/cacm/CACM-2714.html score=0.1854812
92. /Users/siddharthasingh/Downloads/cacm/CACM-1742.html score=0.18540506
93. /Users/siddharthasingh/Downloads/cacm/CACM-2388.html score=0.18319823
94. /Users/siddharthasingh/Downloads/cacm/CACM-2650.html score=0.18319823
95. /Users/siddharthasingh/Downloads/cacm/CACM-2746.html score=0.18319823
96. /Users/siddharthasingh/Downloads/cacm/CACM-2895.html score=0.18130822
97. /Users/siddharthasingh/Downloads/cacm/CACM-2266.html score=0.18030453
98. /Users/siddharthasingh/Downloads/cacm/CACM-2785.html score=0.18030453
99. /Users/siddharthasingh/Downloads/cacm/CACM-2046.html score=0.17937109
100. /Users/siddharthasingh/Downloads/cacm/CACM-2050.html score=0.17775506
